stat,name,lcI,lcV,type_1,period[d],<I>_1,<V>_1,ra_1,dec_1,ra_1a,dec_1a,amp,period_best,Ai_templ,<I>_templ,<V>_templ,rms,red_chi2,scatter,<I>_F,err_I,nI,p1,p2,p3,p4,p5,a1_F,f1_i,f12_i,r12_i
N,lc_01841.286_00899.613_t,SWEEPS_F1/A.2/newlctot/Isf/lc_01841.286_00899.613_t,SWEEPS_F1/A.2/newlctot/Vsf/lc_01841.682_00899.462_t,ceph,5.609516,18.31,20.38,269.757208,-29.227111,17:59:01.73,-29:13:37.6,0.398,5.60189,0.347,18.338,20.548,3468.329,4.245,0.02,18.34,10409.673,815,5.60727,11.21623,22.42815,16.82065,1.69349,0.157,-2.046,5.659,0.167
N,lc_01929.332_01507.145_t,SWEEPS_F3/B.1/newlctot/Isf/lc_01929.332_01507.145_t,SWEEPS_F3/B.1/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,6.739993,19.26,99.0,269.953833,-29.442333,17:59:48.92,-29:26:32.4,0.671,6.73916,0.692,19.191,99.0,3506.682,4.383,0.02,19.196,1528.482,806,6.74035,20.22093,26.96082,13.48016,3.51132,0.308,-1.591,4.632,0.026
N,lc_00560.227_00098.525_t,SWEEPS_F3/A.3/newlctot/Isf/lc_00560.227_00098.525_t,SWEEPS_F3/A.3/newlctot/Vsf/lc_00559.808_00097.831_t,ceph,5.263615,18.37,20.26,269.659375,-29.214583,17:58:38.25,-29:12:52.5,0.445,5.26059,0.409,18.385,20.411,3656.081,4.699,0.02,18.383,10098.33,779,5.26105,10.52198,21.04751,15.78613,1.67679,0.172,-1.733,4.902,0.152
N,lc_00886.394_00701.094_t,SWEEPS_F2/A.2/newlctot/Isf/lc_00886.394_00701.094_t,SWEEPS_F2/A.2/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,1.009343,19.52,99.0,269.870625,-29.144306,17:59:28.95,-29:08:39.5,0.918,0.99964,1.426,19.156,99.0,4164.259,7.49,0.02,19.485,3807.164,562,1.00925,85.02021,3.02789,4.03721,2.01858,0.145,-2.039,4.651,0.041
N,lc_01705.931_02229.394_t,SWEEPS_F1/A.3/newlctot/Isf/lc_01705.931_02229.394_t,SWEEPS_F1/A.3/newlctot/Vsf/lc_01707.388_02229.153_t,ceph,6.593971,18.79,20.35,269.652208,-29.218194,17:58:36.53,-29:13:05.5,0.319,6.59465,0.373,18.78,20.406,4693.455,5.745,0.02,18.78,10376.64,815,6.59443,26.35728,19.77116,2.35703,13.18162,0.055,-3.093,3.584,0.167
N,lc_00910.739_01088.309_t,SWEEPS_F1/A.2/newlctot/Isf/lc_00910.739_01088.309_t,SWEEPS_F1/A.2/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,15.372298,19.31,99.0,269.769583,-29.173806,17:59:04.70,-29:10:25.7,0.453,15.329,0.565,19.317,99.0,4717.943,5.854,0.02,19.31,2366.659,812,15.35911,30.72402,46.06607,61.4712,1.87311,0.06,-2.905,4.442,0.328
N,lc_01837.715_02098.801_t,SWEEPS_F3/A.2/newlctot/Isf/lc_01837.715_02098.801_t,SWEEPS_F3/A.2/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,1.049964,18.91,99.0,269.988375,-29.288917,17:59:57.21,-29:17:20.1,0.404,1.0501,0.444,18.906,99.0,4857.744,5.982,0.02,18.905,10364.157,818,59.4544,79.3383,1.05018,2.10032,39.65543,0.1,-0.959,-0.824,0.144
N,lc_00068.905_02067.026_t,SWEEPS_F3/A.2/newlctot/Isf/lc_00068.905_02067.026_t,SWEEPS_F3/A.2/newlctot/Vsf/lc_00069.124_02066.406_t,ceph,2.016988,17.14,18.73,269.986,-29.1875,17:59:56.64,-29:11:15.0,0.306,1.97329,0.285,17.138,18.676,5155.511,6.373,0.02,17.141,45469.328,810,3.94498,1.973,5.91641,2.02882,4.03491,0.04,-2.332,5.287,0.151
N,lc_01824.849_00376.180_t,SWEEPS_F2/A.3/newlctot/Isf/lc_01824.849_00376.180_t,SWEEPS_F2/A.3/newlctot/Vsf/lc_01825.628_00375.785_t,ceph,3.704031,18.58,20.05,269.656417,-29.197056,17:58:37.54,-29:11:49.4,0.231,3.7027,0.394,18.574,20.047,5208.015,7.335,0.02,18.581,3839.586,711,14.83599,11.12511,7.41751,3.70888,1.36418,0.04,1.785,-1.768,0.128
N,lc_00787.639_00655.346_t,SWEEPS_F2/A.3/newlctot/Isf/lc_00787.639_00655.346_t,SWEEPS_F2/A.3/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,5.381633,18.48,99.0,269.674833,-29.137722,17:58:41.96,-29:08:15.8,0.506,0.84327,0.351,18.482,99.0,5393.801,6.734,0.02,18.482,21597.935,807,1.68652,1.224,2.44824,4.89646,16.13184,0.075,2.86,-7.888,0.361
N,lc_00736.545_00475.688_t,SWEEPS_F1/A.3/newlctot/Isf/lc_00736.545_00475.688_t,SWEEPS_F1/A.3/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,7.143465,18.58,99.0,269.537792,-29.163,17:58:09.07,-29:09:46.8,0.386,7.15274,0.472,18.583,99.0,5522.862,6.827,0.02,18.58,16015.656,815,14.33694,4.63433,7.16633,3.47599,2.31735,0.075,-3.106,8.281,0.111
N,lc_00701.944_01424.893_t,SWEEPS_F1/B.1/newlctot/Isf/lc_00701.944_01424.893_t,SWEEPS_F1/B.1/newlctot/Vsf/lc_00701.578_01425.028_t,ceph,5.91184,18.82,20.59,269.799917,-29.310639,17:59:11.98,-29:18:38.3,0.38,5.9861,0.317,18.818,20.616,5597.071,6.784,0.02,18.812,7470.127,823,23.64537,11.82354,5.91186,17.7312,1.70682,0.089,-1.047,4.826,0.182
N,lc_00704.248_01469.257_t,SWEEPS_F2/A.3/newlctot/Isf/lc_00704.248_01469.257_t,SWEEPS_F2/A.3/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,2.160771,19.34,99.0,269.728083,-29.132889,17:58:54.74,-29:07:58.4,0.599,12.97065,0.429,19.339,99.0,5669.013,7.077,0.02,19.336,7641.434,807,2.16062,4.3213,1.08042,26.02656,1.85272,0.105,-0.093,-2.16,1.364
N,lc_00078.412_00229.534_t,SWEEPS_F3/A.3/newlctot/Isf/lc_00078.412_00229.534_t,SWEEPS_F3/A.3/newlctot/Vsf/lc_00077.833_00228.821_t,ceph,8.108791,17.9,19.53,269.668042,-29.187,17:58:40.33,-29:11:13.2,0.357,8.0967,0.484,17.871,19.457,5709.67,7.897,0.02,17.883,20734.237,724,16.19978,32.40623,8.09761,24.29201,3.55207,0.09,-1.704,3.389,0.069
N,lc_01120.749_01336.544_t,SWEEPS_F1/A.2/newlctot/Isf/lc_01120.749_01336.544_t,SWEEPS_F1/A.2/newlctot/Vsf/lc_01120.204_01337.295_t,ceph,19.049032,18.52,20.53,269.785875,-29.185861,17:59:08.61,-29:11:09.1,0.279,19.04715,0.56,18.523,20.476,6287.649,10.257,0.02,18.516,3354.808,611,57.23909,38.08367,19.06141,1.05257,3.1567,0.056,-2.125,7.034,0.115
N,lc_00939.174_00213.396_t,SWEEPS_F1/A.3/newlctot/Isf/lc_00939.174_00213.396_t,SWEEPS_F1/A.3/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,1.259296,18.85,99.0,269.520667,-29.174528,17:58:04.96,-29:10:28.3,0.387,4.84724,0.441,18.839,99.0,6319.364,7.811,0.02,18.843,6397.225,815,19.40564,9.70271,4.85037,2.51822,1.25913,0.044,-0.946,4.892,0.332
N,lc_01229.396_00522.119_t,SWEEPS_F2/A.2/newlctot/Isf/lc_01229.396_00522.119_t,SWEEPS_F2/A.2/newlctot/Vsf/lc_01229.608_00521.835_t,ceph,1.029253,19.2,20.82,269.858917,-29.163944,17:59:26.14,-29:09:50.2,0.273,1.03426,0.595,19.126,20.744,6808.277,8.853,0.02,19.204,1721.939,770,2.05904,63.86823,1.02947,4.11793,95.7389,0.032,-1.499,4.383,0.164
N,lc_01921.125_02212.734_t,SWEEPS_F1/A.3/newlctot/Isf/lc_01921.125_02212.734_t,SWEEPS_F1/A.3/newlctot/Vsf/lc_01922.538_02212.486_t,ceph,1.090017,17.39,19.25,269.651125,-29.230472,17:58:36.27,-29:13:49.7,0.345,11.74743,0.332,17.397,19.266,6936.292,8.585,0.02,17.387,48439.775,806,23.4759,11.73221,46.87625,1.09007,2.17998,0.05,-0.709,3.931,0.235
N,lc_00650.019_00557.440_t,SWEEPS_F1/A.3/newlctot/Isf/lc_00650.019_00557.440_t,SWEEPS_F1/A.3/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,2.614613,18.76,99.0,269.543125,-29.158083,17:58:10.35,-29:09:29.1,0.314,2.61484,0.473,18.753,99.0,7134.904,8.819,0.02,18.755,7983.053,815,5.22713,10.45252,7.84004,2.61321,4.83889,0.065,-1.907,1.152,0.072
N,lc_01162.399_00982.360_t,SWEEPS_F2/B.1/newlctot/Isf/lc_01162.399_00982.360_t,SWEEPS_F2/B.1/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,12.372128,19.64,99.0,269.893458,-29.308917,17:59:34.43,-29:18:32.1,0.285,12.34932,0.689,19.645,99.0,7750.686,9.487,0.02,19.64,984.469,823,24.72922,12.36103,49.46905,37.13158,3.69187,0.038,-3.071,3.88,0.368
N,lc_00915.333_01024.807_t,SWEEPS_F2/B.1/newlctot/Isf/lc_00915.333_01024.807_t,SWEEPS_F2/B.1/newlctot/Vsf/lc_00915.522_01024.608_t,ceph,3.324394,18.96,20.85,269.89625,-29.294778,17:59:35.10,-29:17:41.2,0.203,3.32668,0.509,18.987,20.859,8597.732,10.46,0.02,18.963,1921.891,823,3.325,6.64857,9.97497,13.29627,1.42437,0.046,-0.564,1.43,0.295
N,lc_00374.829_01341.703_t,SWEEPS_F3/B.4/newlctot/Isf/lc_00374.829_01341.703_t,SWEEPS_F3/B.4/newlctot/Vsf/lc_00373.948_01342.657_t,ceph,3.101051,17.82,19.96,269.743125,-29.3535,17:58:58.35,-29:21:12.6,0.293,3.10606,0.529,17.808,19.824,9321.816,13.336,0.02,17.816,9842.705,700,3.10315,6.2064,12.41574,9.31081,1.50957,0.062,-2.031,5.471,0.562
N,lc_01513.660_00849.765_t,SWEEPS_F1/A.3/newlctot/Isf/lc_01513.660_00849.765_t,SWEEPS_F1/A.3/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,1.749429,19.57,99.0,269.562125,-29.207278,17:58:14.91,-29:12:26.2,0.552,1.75703,0.698,19.495,99.0,9415.807,12.165,0.02,19.546,3987.723,780,1.74842,3.49777,6.96243,5.2467,2.54065,0.061,-1.02,2.989,0.085
N,lc_01267.073_01525.308_t,SWEEPS_F1/A.3/newlctot/Isf/lc_01267.073_01525.308_t,SWEEPS_F1/A.3/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,1.003436,19.54,99.0,269.60625,-29.193222,17:58:25.50,-29:11:35.6,1.202,1.00365,1.143,19.45,99.0,20117.522,29.241,0.02,19.447,41482.088,694,1.00357,3.0106,2.0071,4.01428,2.9812,0.223,-1.062,2.172,0.252
N,lc_00917.585_01374.469_t,SWEEPS_F1/A.2/newlctot/Isf/lc_00917.585_01374.469_t,SWEEPS_F1/A.2/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,19.67358,18.59,99.0,269.788375,-29.174222,17:59:09.21,-29:10:27.2,0.483,19.49431,1.059,18.635,99.0,22280.807,36.17,0.02,18.575,8049.018,622,19.51569,39.04073,78.10764,58.59615,1.89773,0.107,-0.623,3.585,0.205
N,lc_01713.445_01052.609_t,SWEEPS_F3/B.4/newlctot/Isf/lc_01713.445_01052.609_t,SWEEPS_F3/B.4/newlctot/Vsf/lc_01713.130_01053.760_t,ceph,11.135471,19.34,21.14,269.724167,-29.429778,17:58:53.80,-29:25:47.2,0.543,1.09465,0.963,19.316,21.436,22821.841,28.14,0.02,19.353,4228.221,813,33.441,22.29915,44.60697,11.15215,1.09541,0.083,-1.865,4.136,0.159
N,lc_00532.317_01142.694_t,SWEEPS_F1/B.1/newlctot/Isf/lc_00532.317_01142.694_t,SWEEPS_F1/B.1/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,3.41512,19.17,99.0,269.781458,-29.301,17:59:07.55,-29:18:03.6,0.916,3.41554,1.405,19.24,99.0,35388.328,43.961,0.02,19.175,6249.251,811,3.41529,6.83053,10.24533,13.66049,2.81757,0.134,-1.799,2.472,0.337
N,lc_01660.291_02092.687_t,SWEEPS_F3/B.4/newlctot/Isf/lc_01660.291_02092.687_t,SWEEPS_F3/B.4/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,5.195257,19.25,99.0,269.79225,-29.426806,17:59:10.14,-29:25:36.5,0.248,5.19883,1.147,19.235,99.0,40223.219,49.843,0.02,19.246,2010.513,813,10.39604,5.19858,15.59775,3.70221,1.23407,0.061,-1.587,1.245,0.173
N,lc_01672.626_01807.817_t,SWEEPS_F1/A.3/newlctot/Isf/lc_01672.626_01807.817_t,SWEEPS_F1/A.3/newlctot/Vsf/lc_01674.585_01807.542_t,ceph,1.003436,18.52,20.16,269.624667,-29.216333,17:58:29.92,-29:12:58.8,1.348,1.0,1.545,18.903,20.167,46560.166,67.872,0.02,18.432,159151.46,684,2.00614,1.00294,4.01232,3.00913,1.98319,0.262,-2.276,7.031,0.278
N,lc_00079.205_00661.704_t,SWEEPS_F1/A.3/newlctot/Isf/lc_00079.205_00661.704_t,SWEEPS_F1/A.3/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,3.055632,18.99,99.0,269.55,-29.125556,17:58:12.00,-29:07:32.0,0.526,6.11628,1.455,18.962,99.0,75216.85,92.975,0.02,18.991,9921.776,815,3.05634,6.11051,2.25586,12.2222,9.1662,0.078,1.289,-5.133,0.384
N,lc_01985.121_01973.870_t,SWEEPS_F1/B.4/newlctot/Isf/lc_01985.121_01973.870_t,SWEEPS_F1/B.4/newlctot/Vsf/lc_00000.000_00000.000_t,ceph,7.362588,18.3,99.0,269.637625,-29.383444,17:58:33.03,-29:23:00.4,0.629,7.36498,1.352,18.314,99.0,86023.682,107.664,0.02,18.301,20182.217,805,7.35179,14.7037,22.07844,29.43022,1.15389,0.083,2.55,-7.564,0.341
